38;4038;Fatigon tablet 4's;5;3;STRIP;OTC1;3500;4000;01/30/25;ket
39;4039;Kaditic;2;30;TAB;ETC1;253;900;01/30/25;ket
40;4040;Alofar 300;100;30;TAB;ETC1;606;1500;01/30/25;ket
41;4041;Nephrolit kaps 5's;11;5;STRIP;OTC1;2250;5000;01/30/25;ket
42;4042;Spasminal;140;50;TAB;ETC1;574;800;01/30/25;ket
43;4043;Neuralgin RX;90;30;TAB;ETC1;784;1100;01/30/25;ket
44;4044;Laxing 10's;6;3;STRIP;OTC1;6500;8000;01/30/25;ket
45;4045;Ziloven;210;30;TAB;ETC1;427;1700;01/30/25;ket
46;4046;Bodrex Extra;12;3;STRIP;OTC1;1880;2500;01/30/25;ket
47;4047;Thrombophob Gel;0;3;TUB;OTC3;56193;67000;01/30/25;ket
48;4048;Canesten 5 gr;4;3;TUB;OTC3;21623;25000;01/30/25;ket
49;4049;Minyak Kayu Putih Caplang 120 ml;5;2;BTL;OTC2;37500;40000;01/30/25;ket
50;4050;Minyak Kayu Putih Caplang 60 ml;3;2;BTL;OTC2;19066;22000;01/30/25;ket
51;4051;Minyak Kayu Putih Caplang 30 ml;7;2;BTL;OTC2;10000;13000;01/30/25;ket
52;4052;Minyak Kayu Putih Caplang 15 ml;6;2;BTL;OTC2;5409;8000;01/30/25;ket
53;4053;Bisoprolol Fumarate 5 mg;40;30;TAB;ETC1;500;1000;01/30/25;ket
54;4054;Amoxicillin 500;230;30;TAB;ETC1;300;500;01/30/25;ket
55;4055;Captopril 25 mg;60;0;TAB;ETC1;120;300;01/30/25;ket
56;4056;Tolak Angin Anak;13;0;SCH;OTC2;1917;3000;01/30/25;ket
57;4057;Polysilane Susp 100 ml;7;2;BTL;OTC2;22000;25000;01/30/25;ket
58;4058;Melanox;5;3;TUB;ETC3;29100;40000;01/30/25;ket
59;4059;Venaron 300 mg;2;0;STRIP;OTC1;28000;50000;01/30/25;ket
60;4060;Lactacyd Baby 60 ml;3;2;BTL;OTC3;25000;30000;01/30/25;ket
61;4061;Curcuma Tablet;24;3;STRIP;OTC1;12000;17000;01/30/25;ket
62;4062;Combantrin sirup anak;2;3;BTL;OTC2;16547;19000;01/30/25;ket
63;4063;Nutralix 5000;6;3;STRIP;OTC1;13142;30000;01/30/25;ket
64;4064;Panadol Biru;4;3;STRIP;OTC1;8500;10000;01/30/25;ket
65;4065;Panadol Merah;0;3;STRIP;OTC1;9500;11000;01/30/25;ket
66;4066;Andalan Pil KB;-7;3;STRIP;ETC1;6000;8000;01/30/25;ket
67;4067;Scopma Plus;102;30;TAB;ETC1;1100;3000;01/30/25;ket
68;4068;Simvastatin 10;140;30;TAB;ETC1;200;600;01/30/25;ket
69;4069;Cetirizine;250;30;TAB;ETC1;143;500;01/30/25;ket
70;4070;Neurobion forte;5;3;STRIP;OTC1;34551;40000;01/30/25;ket
71;4071;Curbion Kids Emulsi 60 ml;1;3;BTL;OTC2;4730;20000;01/30/25;ket
72;4072;Curbion Syrup 60 ml;2;3;BTL;OTC2;4290;20000;01/30/25;ket
73;4073;Omevita syrup 60 ml;0;3;BTL;OTC2;3850;10000;01/30/25;ket
74;4074;Muliavit Syrup 60 ml;2;3;BTL;OTC2;3850;18000;01/30/25;ket
75;4075;Atorvastatin 10 mg mutifa 6'S;6;18;TAB;ETC1;1008;3000;01/30/25;ket
76;4076;betagen 5 gr cream;6;3;TUB;ETC3;3300;10000;01/30/25;ket
77;4077;Pacdin Vitcur 60 ml;4;3;BTL;OTC2;3520;15000;01/30/25;ket
78;4078;Metilgen 4 mg;140;30;TAB;ETC1;266;2500;01/30/25;ket
79;4079;Omecidal;110;30;TAB;ETC1;264;1500;01/30/25;ket
80;4080;Vira C Pot 30 kap;10;2;BTL;OTC2;34430;45000;01/30/25;ket
81;4081;Pure Touch 100 ml hand sanitizer;2;3;BTL;OTC2;10000;20000;01/30/25;ket
82;4082;Panvit-C;15;3;STRIP;OTC1;6644;15000;01/30/25;ket
83;4083;Vira C Junior 30 kap;9;2;BTL;OTC2;26620;35000;01/30/25;ket
84;4084;Lerzin Sirup 60 ml;7;0;BTL;ETC2;5156;15000;01/30/25;ket
85;4085;Helixime kaplet;510;30;KAPS;ETC1;1308;4000;01/30/25;ket
86;4086;Fresh care citrus (original);10;3;BTL;OTC2;10500;13000;01/30/25;ket
87;4087;Fresh Care Hot;10;0;BTL;OTC2;10500;13000;01/30/25;ket
88;4088;GPU 60 ml;5;3;BTL;OTC2;15000;17000;01/30/25;ket
89;4089;GPU 30 ml;8;3;BTL;OTC2;9000;12000;01/30/25;ket
90;4090;Vicks 44 Anak 54 ml;3;2;BTL;OTC2;17027;20000;01/30/25;ket
91;4091;Vicks 44 anak 27 ml;4;0;BTL;OTC2;8000;10000;01/30/25;ket
92;4092;Tolak Linu Sidomuncul 15ml;3;1;BOX;OTC2;12523;15000;01/30/25;ket
93;4093;Alletrol Compositum Tetes mata;5;3;BTL;ETC2;13163;25000;01/30/25;ket
94;4094;Fargetix;240;30;TAB;ETC1;300;500;01/30/25;ket
95;4095;FG Troches;242;30;TAB;ETC1;1281;1600;01/30/25;ket
96;4096;Beneuron;6;3;STRIP;OTC1;3500;10000;01/30/25;ket
97;4097;Locoriz;5;3;TUB;OTC3;4002;15000;01/30/25;ket
98;4098;Milorin;60;0;TAB;ETC1;1481;4000;01/30/25;ket
99;4099;Ambeven;15;3;STRIP;HRB1;13971;17000;01/30/25;ket
100;4100;Welmove;3;3;STRIP;OTC1;14500;17000;01/30/25;ket
101;4101;Caladine Lotion 60 ml;4;3;BTL;OTC3;13500;15000;01/30/25;ket
102;4102;Bodrex Flu dan Batuk PE (biru);22;3;STRIP;OTC1;1680;2000;01/30/25;ket
103;4103;Albothyl 5 ml;0;2;BTL;ETC2;27500;32000;01/30/25;ket
104;4104;Neo Rheumacyl tab;18;3;STRIP;OTC1;7500;9000;01/30/25;ket
105;4105;Aspilet strip;0;3;STRIP;OTC1;2500;5000;01/30/25;ket
106;4106;Gastrucid Tab;18;3;STRIP;OTC1;3000;6000;01/30/25;ket
107;4107;Intunal Forte;0;3;STRIP;OTC1;2600;4000;01/30/25;ket
108;4108;Lacto B;26;5;SCH;OTC1;5750;7000;01/30/25;ket
109;4109;Sakatonik ABC Jeruk;4;3;BTL;OTC1;14238;18000;01/30/25;ket
110;4110;Sakatonik ABC Strawberry;1;3;BTL;OTC1;14111;18000;01/30/25;ket
111;4111;Insto 7,5 ml;5;3;BTL;OTC2;12000;15000;01/30/25;ket
112;4112;Tolak Angin Cair 12 Sachet/Box;40;6;SCH;OTC2;2740;3500;01/30/25;ket
113;4113;Farizol Syrup 60 ml;8;3;BTL;ETC2;5651;15000;01/30/25;ket
114;4114;Nisagon Cream;11;3;TUB;ETC3;7150;14000;01/30/25;ket
115;4115;Amlodipine 10 mg HJ;40;50;TAB;ETC1;701;1000;01/30/25;ket
116;4116;Amlodipine 5 HJ;127;50;TAB;ETC1;357;500;01/30/25;ket
117;4117;Trianta Tablet;10;3;STRIP;OTC1;2046;5000;01/30/25;ket
118;4118;Fondazen;5;3;STRIP;OTC1;2620;10000;01/30/25;ket
119;4119;Vermint B;9;3;BTL;OTC1;36000;45000;01/30/25;ket
120;4120;Fitkom Gummy Biru;2;3;BOX;OTC1;13200;17000;01/30/25;ket
121;4121;Tempra Drops;7;3;BTL;OTC2;45650;54000;01/30/25;ket
122;4122;Folamil Genio;3;2;BTL;OTC2;120000;135000;01/30/25;ket
123;4123;Tempra sirup 30 ml;9;3;BTL;OTC2;20120;24000;01/30/25;ket
124;4124;Tempra sirup 60 ml;6;3;BTL;OTC2;38563;45000;01/30/25;ket
125;4125;Anelat;9;3;STRIP;OTC1;1535;10000;01/30/25;ket
126;4126;Seremig 10;110;30;TAB;ETC1;661;2500;01/30/25;ket
127;4127;Fasidol 500 tab;10;3;STRIP;OTC1;2075;5000;01/30/25;ket
128;4128;Flunadin tab;10;3;STRIP;OTC1;3279;10000;01/30/25;ket
129;4129;Diastrix tab;140;30;TAB;ETC1;124;2000;01/30/25;ket
130;4130;Ifarsyl Tablet;14;3;STRIP;OTC1;2627;10000;01/30/25;ket
131;4131;Akita tab;3;3;STRIP;OTC1;3047;6000;01/30/25;ket
132;4132;Farizol Tab;65;30;TAB;ETC1;307;800;01/30/25;ket
133;4133;Vesperum tab;150;30;TAB;ETC1;200;700;01/30/25;ket
134;4134;Pronicy;150;30;TAB;ETC1;267;500;01/30/25;ket
135;4135;Metformin 500;360;30;TAB;ETC1;150;200;01/30/25;ket
136;4136;Bricox Dry Syrup;7;3;BTL;ETC2;17036;45000;01/30/25;ket
137;4137;Celestar Syrup;2;3;BTL;ETC2;5155;20000;01/30/25;ket
138;4138;Diafural Suspensi;5;3;BTL;ETC2;10500;30000;01/30/25;ket
139;4139;Bricox Tab;50;20;TAB;ETC1;1966;5000;01/30/25;ket
140;4140;Faridexon Forte;170;30;TAB;ETC1;115;300;01/30/25;ket
141;4141;Rexavin 500;80;30;TAB;ETC1;1243;3500;01/30/25;ket
142;4142;Brinostar tab;80;10;TAB;ETC1;4290;8000;01/30/25;ket
143;4143;Omega 3 Nutra Health 36/24;3;3;BTL;OTC1;81510;120000;01/30/25;ket
144;4144;Beta Caroten NutraHealth 15 mg;3;3;BTL;OTC1;81510;100000;01/30/25;ket
145;4145;Squalene Nutra Health;3;3;BTL;OTC1;115899;140000;01/30/25;ket
146;4146;Vitamin D3 400 IU Nutra health;4;3;BTL;OTC1;70015;85000;01/30/25;ket
147;4147;Vitamin E 400 IU Nutra Health;7;3;BTL;OTC1;93375;120000;01/30/25;ket
148;4148;Fasidol Drops;4;3;BTL;OTC2;9611;15000;01/30/25;ket
149;4149;Lerzin drop;8;3;BTL;ETC2;11250;30000;01/30/25;ket
150;4150;Genalten Cream;0;2;TUB;ETC3;2909;10000;01/30/25;ket
151;4151;Acdat Cream;14;3;TUB;ETC3;9405;30000;01/30/25;ket
152;4152;Quantidex Sirup 60 ml;5;3;BTL;OTC2;5816;15000;01/30/25;ket
153;4153;Vitamin C Sidomuncul Lemon 6's;0;3;BOX;OTC1;8000;15000;01/30/25;ket
154;4154;Rohto V extra 7 ml;4;2;BTL;OTC2;16008;20000;01/30/25;ket
155;4155;vermox tab 500;8;3;STRIP;OTC1;18012;22000;01/30/25;ket
156;4156;Histigo;100;0;TAB;ETC1;497;1500;01/30/25;ket
157;4157;Faridexon 0,5;250;30;TAB;ETC1;85;200;01/30/25;ket
158;4158;Ofloxacin 400;40;20;TAB;ETC1;785;1500;01/30/25;ket
159;4159;Acetylcysteine 200;0;30;KAPS;ETC1;935;1500;01/30/25;ket
160;4160;Cefixime 200;2;20;KAPS;ETC1;3025;5000;01/30/25;ket
161;4161;Minyak Angin Cap Kapak 3 ml;5;3;BTL;OTC3;5950;6500;01/30/25;ket
162;4162;Minyak Angin Cap Kapak 10 ml;0;3;BTL;OTC3;15700;16500;01/30/25;ket
163;4163;Minyak Angin Polar Bear 8 cc;1;3;BTL;ALK;17150;20000;01/30/25;ket
164;4164;Minyak Telon Lang 30 ml;2;3;BTL;ALK;9538;11000;01/30/25;ket
165;4165;Farsiretik 40 mg;55;30;TAB;ETC1;236;600;01/30/25;ket
166;4166;Super Tetra;-23;50;KAPS;ETC1;1209;1500;01/30/25;ket
167;4167;Roverton Sirup 60 ml;9;3;BTL;ETC2;4290;12000;01/30/25;ket
168;4168;Bioplacenton 15g;1;3;TUB;ETC3;20570;28000;01/30/25;ket
169;4169;Mediklin TR;0;2;TUB;ETC3;45000;55000;01/30/25;ket
170;4170;Flutop C 60 ml;7;3;BTL;OTC2;6229;16000;01/30/25;ket
171;4171;Provagin Ovula;2;3;PCS;ETC5;13943;18000;01/30/25;ket
172;4172;Paratenza Suspensi 60 ml;4;3;BTL;OTC2;6353;15000;01/30/25;ket
173;4173;Devosix Drop;5;3;BTL;OTC2;11839;34000;01/30/25;ket
174;4174;Mezinex Sirup;4;3;BTL;OTC2;4785;11000;01/30/25;ket
175;4175;Fasidol Sirup 60 ml;7;3;BTL;OTC2;4500;12000;01/30/25;ket
176;4176;Fasidol Forte Sirup 60 ml;4;3;BTL;OTC2;5400;14000;01/30/25;ket
177;4177;Farsifen Sirup 60 ml;1;3;BTL;OTC2;4950;13000;01/30/25;ket
178;4178;Farsifen Forte Sirup;6;3;BTL;OTC2;6476;19000;01/30/25;ket
179;4179;Ifarsyl Plus Sirup 60 ml;0;3;BTL;OTC2;5528;15000;01/30/25;ket
180;4180;Sanmol Sirup 60 ml;8;3;BTL;OTC2;12709;15000;01/30/25;ket
181;4181;Fasidol Forte Tablet;17;3;STRIP;OTC1;2562;7000;01/30/25;ket
182;4182;Brochifar Plus;5;3;STRIP;OTC1;4275;11000;01/30/25;ket
183;4183;Brochifar;14;3;STRIP;OTC1;4884;10000;01/30/25;ket
184;4184;Frozavit kaplet;9;3;STRIP;OTC1;7941;25000;01/30/25;ket
185;4185;Vit Ever;6;3;STRIP;OTC1;7087;20000;01/30/25;ket
186;4186;Luvisma;4;3;STRIP;OTC1;3131;8000;01/30/25;ket
187;4187;Cezz Vit 500 @60's;1;3;BTL;OTC1;31000;50000;01/30/25;ket
188;4188;Cezz Vit 500 kapsul;8;3;STRIP;OTC1;5486;10000;01/30/25;ket
189;4189;Glikos 500;450;30;TAB;ETC1;204;600;01/30/25;ket
190;4190;Glibenclamide;-30;30;TAB;ETC1;150;200;01/30/25;ket
191;4191;Antimo anak;0;2;BOX;OTC2;11550;15000;01/30/25;ket
192;4192;Polident Fresh mint 20 gr;1;2;TUB;ALK;27656;37000;01/30/25;ket
193;4193;Boraginol N Suppositoria;4;2;PCS;ETC5;12074;18000;01/30/25;ket
194;4194;Counterpain 30 gr;0;2;TUB;OTC3;37290;42000;01/30/25;ket
195;4195;Counterpain 60 gr;3;3;TUB;OTC3;65560;78000;01/30/25;ket
196;4196;Inpepsa Syrup 100 ml;4;2;BTL;ETC2;63910;85000;01/30/25;ket
197;4197;Inpepsa 200 ml;3;2;BTL;ETC2;84084;105000;01/30/25;ket
198;4198;Mionalgin;80;30;TAB;ETC1;525;2000;01/30/25;ket
199;4199;Candotens 16 mg;40;30;TAB;ETC1;8085;11000;01/30/25;ket
200;4200;Zevask 10;50;30;TAB;ETC1;3526;1700;01/30/25;ket
201;4201;Enzyplex;10;3;STRIP;OTC1;7500;10000;01/30/25;ket
202;4202;Laxana tab;7;3;STRIP;OTC1;2743;8000;01/30/25;ket
203;4203;Bufacomb In Ora Base;2;3;TUB;ETC3;18000;25000;01/30/25;ket
204;4204;Clopidogrel 75mg tab;30;10;TAB;ETC1;1976;2700;01/30/25;ket
205;4205;Nexitra Tab;90;20;TAB;ETC1;1534;4000;01/30/25;ket
206;4206;VIT ZO HJ;18;20;TAB;ETC1;3032;15000;01/30/25;ket
207;4207;Glaucon 250;0;10;TAB;ETC1;5200;6000;01/30/25;ket
208;4208;Clindamycin 150;50;30;TAB;ETC1;716;1000;01/30/25;ket
209;4209;Diclofenac Sodium 50;0;20;TAB;ETC1;307;500;01/30/25;ket
210;4210;ISDN 10;0;30;TAB;ETC1;261;400;01/30/25;ket
211;4211;Mupirocin Ca Cream 5 g;6;2;TUB;ETC3;17325;25000;01/30/25;ket
212;4212;Pantoprazole 40;23;4;TAB;ETC1;7920;12000;01/30/25;ket
213;4213;Glucosamin 500 Medikon;5;3;STRIP;OTC1;11982;17000;01/30/25;ket
214;4214;Candesartan 8 Dexa;0;20;TAB;ETC1;1350;4000;01/30/25;ket
215;4215;Candesartan 16 dexa;30;30;TAB;ETC1;1950;6000;01/30/25;ket
216;4216;Solinfec Cream;8;3;TUB;OTC3;6394;18000;01/30/25;ket
217;4217;Solinfec Tablet;70;20;TAB;ETC1;804;2500;01/30/25;ket
218;4218;OBH Combi Batuk Plus Flu 100ml;13;3;BTL;OTC2;15000;19000;01/30/25;ket
219;4219;Kanina Sirup;5;3;BTL;OTC2;4208;10000;01/30/25;ket
220;4220;Ursodeoxycholic Acid;0;20;KAPS;ETC1;3500;6000;01/30/25;ket
221;4221;Selvim 10;140;30;TAB;ETC1;347;1100;01/30/25;ket
222;4222;Omega 3 Nutra Health 18/12;3;3;BTL;OTC1;70015;95000;01/30/25;ket
223;4223;Kompolax Sirup;4;3;BTL;OTC2;7920;20000;01/30/25;ket
224;4224;Scabimite 10 g;3;3;TUB;ETC3;48518;63000;01/30/25;ket
225;4225;Flasicox;70;30;TAB;ETC1;955;2500;01/30/25;ket
226;4226;Asimil - Teh Pelancar Asi;1;3;KLG;OTC1;25000;99000;01/30/25;ket
227;4227;Estalex;40;30;TAB;ETC1;780;2400;01/30/25;ket
228;4228;Bronchosal 4 mg;70;30;TAB;ETC1;163;500;01/30/25;ket
229;4229;Cefadroxil 500;10;30;TAB;ETC1;560;1000;01/30/25;ket
230;4230;Ciprofloxacin 500;80;30;TAB;OTC1;380;900;01/30/25;ket
231;4231;Dionicol Tab;120;30;TAB;ETC1;972;2600;01/30/25;ket
232;4232;Dobrizol;50;30;TAB;ETC1;799;2500;01/30/25;ket
233;4233;Fasiprim;120;30;TAB;ETC1;254;700;01/30/25;ket
234;4234;Fasiprim Forte;100;30;KPL;ETC1;485;1300;01/30/25;ket
235;4235;Floxifar 500;80;30;KPL;ETC1;525;1500;01/30/25;ket
236;4236;Faxiden 10;80;30;TAB;ETC1;145;400;01/30/25;ket
237;4237;Zevask 5;170;30;TAB;ETC1;342;1000;01/30/25;ket
238;4238;Vitacid 0,05%;4;2;TUB;ETC3;36557;47000;01/30/25;ket
239;4239;Latibet 5;80;30;TAB;ETC1;189;500;01/30/25;ket
240;4240;Lostacef 500;340;30;KAPS;ETC1;817;3000;01/30/25;ket
241;4241;Bronchifar Plus;0;3;STRIP;OTC1;0;0;01/30/25;ket
242;4242;Glimepiride 1mg;170;30;TAB;ETC1;484;700;01/30/25;ket
243;4243;Glimepiride 2mg;180;30;TAB;ETC1;880;1200;01/30/25;ket
244;4244;Sangobion Kapsul;15;3;STRIP;OTC1;13906;17000;01/30/25;ket
245;4245;Sangobion VitaTonik;2;2;BTL;OTC2;26600;30000;01/30/25;ket
246;4246;Omedrinat 50;8;3;STRIP;OTC1;1870;10000;01/30/25;ket
247;4247;Amlodipine 5 mg Mutifa;70;100;TAB;ETC1;93;400;01/30/25;ket
248;4248;Sucralfate Mutifa 100ml;5;3;BTL;ETC2;12100;25000;01/30/25;ket
249;4249;Dexigen Cream;4;3;TUB;ETC3;7255;20000;01/30/25;ket
250;4250;Clonaderm cream;6;3;TUB;ETC3;7260;20000;01/30/25;ket
251;4251;Amlodipine 10mg Mutifa;150;30;TAB;ETC1;116;800;01/30/25;ket
252;4252;Omeprazole 20mg 10's novel;0;30;KAPS;ETC1;408;600;01/30/25;ket
253;4253;Lansoprazole 30mg Novel & HJ;80;30;KAPS;ETC1;1008;1600;01/30/25;ket
254;4254;Zantifar;50;30;TAB;ETC1;270;900;01/30/25;ket
255;4255;Fitkom 21's tab Grape;5;1;BTL;OTC1;12607;15000;01/30/25;ket
256;4256;Microlax;0;3;TUB;OTC2;18626;25000;01/30/25;ket
257;4257;Farsifen Kaplet 400mg;80;30;TAB;ETC1;542;1000;01/30/25;ket
258;4258;Trianta Suspensi;6;3;BTL;OTC2;4579;12000;01/30/25;ket
259;4259;Microgynon Libi;4;3;STRIP;ETC1;15990;19000;01/30/25;ket
260;4260;Prodermis;5;3;TUB;ETC3;6600;13000;01/30/25;ket
261;4261;Methyl Prednisolon 4;180;30;TAB;ETC1;210;500;01/30/25;ket
262;4262;Starlax Sirup;6;3;BTL;OTC2;18749;40000;01/30/25;ket
263;4263;Alermax;1;3;STRIP;OTC1;705;2000;01/30/25;ket
264;4264;Vicee 500;70;5;STRIP;OTC1;629;3000;01/30/25;ket
265;4265;Rhemafar 4mg;190;30;KPL;ETC1;438;1500;01/30/25;ket
266;4266;Rhemafar 8mg;80;30;KPL;ETC1;620;2000;01/30/25;ket
267;4267;Rohto Obat Tetes Mata 7ml;6;3;BTL;OTC2;10989;15000;01/30/25;ket
268;4268;Teosal;100;30;TAB;ETC1;194;300;01/30/25;ket
269;4269;Acifar 400mg;50;30;KPL;ETC1;1000;2400;01/30/25;ket
270;4270;Degirol 10's;11;3;STRIP;OTC1;10871;13000;01/30/25;ket
271;4271;Stimuno Forte Capsul;1;3;STRIP;OTC1;23512;30000;01/30/25;ket
272;4272;Neocenta Gel 15g;5;3;TUB;ETC3;16170;33000;01/30/25;ket
273;4273;Kanna krim 30g;6;3;TUB;OTC3;14000;20000;01/30/25;ket
274;4274;Vitacimin Fresh Lemon;23;3;STRIP;OTC1;2000;3500;01/30/25;ket
275;4275;Betadine Antiseptic Solution 30ml;5;3;BTL;OTC3;19000;22000;01/30/25;ket
276;4276;Voltaren Emulgel 20g;-2;2;TUB;OTC3;70000;82000;01/30/25;ket
277;4277;Combantrin 250mg tab;5;3;STRIP;OTC1;14320;17000;01/30/25;ket
278;4278;Canesten 10g;3;3;TUB;OTC3;37218;45000;01/30/25;ket
279;4279;Plossa Press&Soothe Aromatic Blue Mountain;4;2;BTL;OTC2;11275;14000;01/30/25;ket
280;4280;Plossa Press&Soothe Aromatics Red Hot;4;2;BTL;OTC2;11275;14000;01/30/25;ket
281;4281;Plossa Press&Soothe Aromatic Minyak Kayu Putih;3;2;BTL;OTC2;11275;14000;01/30/25;ket
282;4282;Vira D vit.D3 1000 IU;10;3;BTL;OTC1;75350;125000;01/30/25;ket
283;4283;Cazetin Drops;5;3;BTL;ETC2;19500;40000;01/30/25;ket
284;4284;Decolgen;4;3;STRIP;OTC1;1900;2000;01/30/25;ket
285;4285;Zidalev;105;30;KPL;ETC1;1107;3400;01/30/25;ket
286;4286;Dionicol Syr;4;2;BTL;ETC2;7136;19000;01/30/25;ket
287;4287;Allopurinol 100mg;120;30;TAB;ETC1;150;250;01/30/25;ket
288;4288;Sari Kurma Karomah 250gr;-2;2;BTL;OTC2;18840;25000;01/30/25;ket
289;4289;Air mancur param Kocok 75ml;4;2;BTL;OTC3;12900;14000;01/30/25;ket
290;4290;Al Afiat ikan Gabus 60 kaps;2;2;BTL;OTC1;38200;80000;01/30/25;ket
291;4291;Fresh Care Green Tea 10 ml;4;2;BTL;OTC3;10900;13000;01/30/25;ket
292;4292;Fresh Care Lavender 10 ml;3;2;BTL;OTC3;10900;13000;01/30/25;ket
293;4293;Fresh Care Press&Relax Strong 10 ml;10;2;BTL;OTC3;9900;14000;01/30/25;ket
294;4294;Fresh Care Sandalwood 10ml;0;2;BTL;OTC3;9950;12000;01/30/25;ket
295;4295;Fresh Care Splash Fruity 10ml;0;2;BTL;OTC3;9950;12000;01/30/25;ket
296;4296;Madu TJ Murni 250gr;1;3;BTL;OTC2;21950;25000;01/30/25;ket
297;4297;Madu TJ Strawberry 12's;22;10;SCH;OTC2;916;2000;01/30/25;ket
298;4298;Tolak Angin Flu 15ml;13;2;SCH;OTC2;2683;4000;01/30/25;ket
299;4299;Vicks Inhaler 0,5ml;10;2;TUB;OTC1;14290;17000;01/30/25;ket
300;4300;Woods Batuk Berdahak (Biru) 60ml;5;3;BTL;OTC2;17500;22000;01/30/25;ket
301;4301;Cooling 5 Plus Orange;6;3;BTL;OTC2;32736;40000;01/30/25;ket
302;4302;Cooling 5 Cherry;3;2;BTL;OTC2;31680;37000;01/30/25;ket
303;4303;Winatin;130;30;TAB;ETC1;291;1500;01/30/25;ket
304;4304;Vesperum Suspensi 60ml;4;2;BTL;ETC2;4743;13000;01/30/25;ket
305;4305;Salbutamol Sulfat 4mg;120;30;TAB;ETC1;110;200;01/30/25;ket
306;4306;Roverton Drops;6;3;BTL;ETC2;9446;33000;01/30/25;ket
307;4307;Roverton Tab;140;30;KPL;ETC1;160;1000;01/30/25;ket
308;4308;Ondansetron 8 mg;50;30;TAB;ETC1;1081;3000;01/30/25;ket
309;4309;Megatic 50;200;50;TAB;ETC1;257;850;01/30/25;ket
310;4310;Calcifar Plus;4;3;STRIP;OTC1;1725;10000;01/30/25;ket
311;4311;OBH Combi Anak 60ml;11;3;BTL;OTC2;12500;15000;01/30/25;ket
312;4312;Andalan Laktasi;6;1;STRIP;ETC1;11000;14000;01/30/25;ket
313;4313;Erlamycetin Tetes Telinga;5;1;BTL;ETC2;7500;11000;01/30/25;ket
